29.996777	33.946609	35.802547	36.817200	37.441364	37.860062	38.159164	38.382973	38.556435	38.694603	38.807076	38.900276	38.978638	39.045341	39.102715	39.152504	39.196053	39.234390	39.268337	39.298553	39.325569	39.349815	39.371658	39.391388	39.409256	39.425472	39.440220	39.453648	39.465893	39.477070	39.487274	39.496590	39.505096	39.512852	39.519920	39.526352	39.532192	39.537479	39.542244	39.546516	39.550331	39.553699	39.556648	39.559193	39.561348	39.563126	39.564537	39.565590	39.566288	39.566635	39.566635	39.566288	39.565586	39.564533	39.563122	39.561344	39.559189	39.556644	39.553696	39.550323	39.546513	39.542240	39.537476	39.532192	39.526352	39.519920	39.512848	39.505089	39.496582	39.487267	39.477066	39.465889	39.453644	39.440212	39.425465	39.409248	39.391380	39.371655	39.349815	39.325569	39.298553	39.268333	39.234383	39.196049	39.152504	39.102715	39.045341	38.978638	38.900276	38.807076	38.694603	38.556435	38.382973	38.159164	37.860062	37.441364	36.817200	35.802547	33.946609	29.996777	
26.040501	29.987110	32.446384	34.024891	35.088196	35.839722	36.393616	36.816296	37.148167	37.414894	37.633430	37.815384	37.968933	38.100014	38.213013	38.311256	38.397308	38.473164	38.540405	38.600307	38.653904	38.702042	38.745426	38.784634	38.820160	38.852417	38.881760	38.908485	38.932861	38.955112	38.975433	38.993988	39.010933	39.026390	39.040482	39.053303	39.064945	39.075478	39.084976	39.093498	39.101097	39.107819	39.113701	39.118774	39.123074	39.126621	39.129436	39.131535	39.132927	39.133621	39.133621	39.132927	39.131535	39.129433	39.126617	39.123070	39.118771	39.113693	39.107811	39.101089	39.093494	39.084976	39.075478	39.064941	39.053303	39.040478	39.026386	39.010925	38.993980	38.975426	38.955109	38.932854	38.908478	38.881748	38.852406	38.820148	38.784626	38.745422	38.702042	38.653904	38.600307	38.540405	38.473160	38.397308	38.311256	38.213013	38.100014	37.968933	37.815384	37.633430	37.414894	37.148170	36.816299	36.393616	35.839725	35.088196	34.024891	32.446384	29.987110	26.040501	
24.178116	27.514942	29.970997	31.747784	33.046810	34.017021	34.759277	35.340427	35.805050	36.183380	36.496376	36.758896	36.981705	37.172764	37.338066	37.482208	37.608765	37.720551	37.819817	37.908371	37.987701	38.059029	38.123367	38.181564	38.234333	38.282276	38.325909	38.365677	38.401962	38.435089	38.465355	38.493004	38.518257	38.541306	38.562321	38.581440	38.598801	38.614517	38.628693	38.641411	38.652748	38.662781	38.671562	38.679138	38.685555	38.690849	38.695053	38.698189	38.700268	38.701302	38.701302	38.700268	38.698189	38.695053	38.690849	38.685551	38.679131	38.671555	38.662773	38.652740	38.641403	38.628689	38.614517	38.598801	38.581436	38.562309	38.541298	38.518250	38.492996	38.465347	38.435081	38.401947	38.365665	38.325897	38.282265	38.234322	38.181561	38.123367	38.059029	37.987701	37.908371	37.819817	37.720551	37.608765	37.482208	37.338066	37.172764	36.981705	36.758896	36.496376	36.183380	35.805054	35.340431	34.759277	34.017025	33.046814	31.747787	29.970997	27.514942	24.178116	
23.157017	25.923546	28.174875	29.948442	31.334244	32.422279	33.286041	33.981091	34.548233	35.017208	35.409805	35.742126	36.026230	36.271271	36.484283	36.670753	36.834999	36.980465	37.109932	37.225662	37.329506	37.423012	37.507462	37.583931	37.653336	37.716446	37.773930	37.826355	37.874214	37.917938	37.957901	37.994423	38.027794	38.058266	38.086052	38.111343	38.134308	38.155106	38.173866	38.190704	38.205715	38.218998	38.230625	38.240662	38.249161	38.256176	38.261745	38.265896	38.268650	38.270023	38.270023	38.268650	38.265896	38.261742	38.256172	38.249157	38.240654	38.230621	38.218990	38.205708	38.190693	38.173859	38.155102	38.134304	38.111332	38.086037	38.058254	38.027786	37.994415	37.957890	37.917927	37.874203	37.826340	37.773914	37.716434	37.653324	37.583927	37.507462	37.423012	37.329506	37.225662	37.109932	36.980465	36.834999	36.670753	36.484283	36.271271	36.026230	35.742126	35.409805	35.017208	34.548233	33.981094	33.286045	32.422283	31.334248	29.948444	28.174877	25.923550	23.157021	
22.526409	24.847355	26.856518	28.536869	29.919449	31.051815	31.981514	32.749664	33.389576	33.927418	34.383507	34.773567	35.109821	35.401810	35.657051	35.881523	36.080009	36.256378	36.413788	36.554832	36.681660	36.796059	36.899540	36.993370	37.078629	37.156246	37.227009	37.291595	37.350605	37.404552	37.453888	37.499001	37.540237	37.577908	37.612270	37.643562	37.671989	37.697739	37.720966	37.741817	37.760418	37.776875	37.791283	37.803719	37.814255	37.822952	37.829857	37.835003	37.838417	37.840118	37.840118	37.838417	37.834999	37.829849	37.822945	37.814247	37.803711	37.791275	37.776867	37.760410	37.741810	37.720959	37.697731	37.671982	37.643555	37.612259	37.577896	37.540230	37.498993	37.453876	37.404541	37.350594	37.291580	37.226994	37.156235	37.078621	36.993362	36.899536	36.796059	36.681660	36.554832	36.413788	36.256378	36.080009	35.881523	35.657051	35.401810	35.109818	34.773567	34.383507	33.927414	33.389576	32.749668	31.981518	31.051819	29.919453	28.536869	26.856522	24.847357	22.526413	
22.101269	24.082943	25.866982	27.423065	28.754875	29.884020	30.838541	31.646486	32.332993	32.919384	33.423237	33.858826	34.237679	34.569099	34.860596	35.118282	35.347137	35.551254	35.734016	35.898224	36.046238	36.180027	36.301266	36.411377	36.511574	36.602905	36.686260	36.762417	36.832062	36.895782	36.954094	37.007454	37.056259	37.100861	37.141567	37.178654	37.212353	37.242889	37.270447	37.295189	37.317268	37.336807	37.353912	37.368683	37.381195	37.391525	37.399727	37.405838	37.409897	37.411919	37.411919	37.409897	37.405838	37.399719	37.391518	37.381187	37.368675	37.353905	37.336800	37.317261	37.295181	37.270439	37.242882	37.212345	37.178642	37.141556	37.100853	37.056252	37.007446	36.954086	36.895771	36.832050	36.762405	36.686245	36.602894	36.511570	36.411373	36.301266	36.180031	36.046242	35.898228	35.734016	35.551254	35.347137	35.118282	34.860596	34.569096	34.237675	33.858822	33.423233	32.919380	32.332993	31.646488	30.838543	29.884022	28.754875	27.423065	25.866983	24.082945	22.101273	
21.795727	23.516167	25.105402	26.533537	27.792965	28.890846	29.842150	30.664751	31.376528	31.993895	32.531235	33.000824	33.412979	33.776306	34.097954	34.383873	34.639008	34.867496	35.072796	35.257824	35.425049	35.576553	35.714127	35.839302	35.953392	36.057533	36.152702	36.239754	36.319443	36.392422	36.459263	36.520470	36.576492	36.627712	36.674488	36.717121	36.755886	36.791023	36.822746	36.851234	36.876663	36.899170	36.918877	36.935898	36.950325	36.962234	36.971687	36.978737	36.983414	36.985748	36.985748	36.983414	36.978733	36.971684	36.962227	36.950317	36.935890	36.918869	36.899158	36.876652	36.851227	36.822735	36.791016	36.755875	36.717110	36.674477	36.627701	36.576481	36.520462	36.459255	36.392414	36.319435	36.239746	36.152691	36.057526	35.953392	35.839302	35.714127	35.576553	35.425045	35.257820	35.072792	34.867493	34.639008	34.383869	34.097950	33.776302	33.412971	33.000816	32.531227	31.993891	31.376526	30.664751	29.842148	28.890844	27.792963	26.533535	25.105400	23.516169	21.795729	
21.565474	23.080601	24.504921	25.812716	26.992603	28.044250	28.974461	29.793842	30.514477	31.148434	31.706989	32.200260	32.637112	33.025196	33.371048	33.680248	33.957531	34.206921	34.431847	34.635231	34.819572	34.987011	35.139397	35.278320	35.405167	35.521133	35.627262	35.724464	35.813545	35.895203	35.970066	36.038677	36.101521	36.159016	36.211552	36.259464	36.303051	36.342579	36.378277	36.410347	36.438980	36.464333	36.486534	36.505714	36.521976	36.535400	36.546059	36.554001	36.559277	36.561909	36.561909	36.559277	36.554001	36.546051	36.535393	36.521969	36.505707	36.486526	36.464317	36.438965	36.410336	36.378262	36.342567	36.303040	36.259453	36.211540	36.159004	36.101509	36.038673	35.970062	35.895199	35.813538	35.724457	35.627251	35.521126	35.405167	35.278320	35.139397	34.987007	34.819565	34.635223	34.431839	34.206917	33.957527	33.680244	33.371040	33.025185	32.637100	32.200249	31.706980	31.148428	30.514475	29.793842	28.974457	28.044249	26.992601	25.812714	24.504921	23.080601	21.565475	
21.385567	22.735838	24.020966	25.219803	26.320480	27.319094	28.217594	29.021687	29.739105	30.378376	30.948025	31.456120	31.910019	32.316315	32.680801	33.008545	33.303947	33.570816	33.812443	34.031681	34.230995	34.412521	34.578125	34.729424	34.867828	34.994576	35.110748	35.217300	35.315067	35.404789	35.487125	35.562656	35.631889	35.695282	35.753246	35.806141	35.854286	35.897964	35.937431	35.972900	36.004581	36.032639	36.057220	36.078461	36.096466	36.111336	36.123142	36.131943	36.137787	36.140701	36.140701	36.137787	36.131943	36.123138	36.111328	36.096458	36.078445	36.057205	36.032623	36.004566	35.972885	35.937412	35.897949	35.854271	35.806129	35.753235	35.695274	35.631882	35.562649	35.487122	35.404785	35.315063	35.217293	35.110741	34.994572	34.867828	34.729424	34.578125	34.412521	34.230991	34.031673	33.812435	33.570808	33.303940	33.008537	32.680790	32.316299	31.910006	31.456104	30.948013	30.378368	29.739101	29.021687	28.217594	27.319092	26.320480	25.219803	24.020966	22.735840	21.385567	
21.240955	22.456223	23.623302	24.725052	25.750423	26.694050	27.555141	28.336212	29.041885	29.677940	30.250622	30.766167	31.230536	31.649242	32.027298	32.369186	32.678902	32.959953	33.215435	33.448059	33.660210	33.853966	34.031170	34.193428	34.342155	34.478600	34.603867	34.718925	34.824638	34.921768	35.010998	35.092930	35.168098	35.236984	35.300018	35.357574	35.409988	35.457569	35.500580	35.539253	35.573807	35.604420	35.631248	35.654434	35.674099	35.690338	35.703232	35.712845	35.719231	35.722412	35.722412	35.719231	35.712845	35.703232	35.690331	35.674088	35.654423	35.631233	35.604401	35.573788	35.539234	35.500557	35.457550	35.409973	35.357559	35.300003	35.236977	35.168091	35.092922	35.010990	34.921761	34.824631	34.718918	34.603859	34.478592	34.342152	34.193424	34.031170	33.853966	33.660202	33.448051	33.215427	32.959946	32.678894	32.369179	32.027283	31.649227	31.230518	30.766151	30.250608	29.677933	29.041880	28.336206	27.555138	26.694048	25.750423	24.725052	23.623302	22.456223	21.240955	
21.122034	22.224792	23.290970	24.306677	25.262117	26.151539	26.972706	27.726131	28.414284	29.040884	29.610353	30.127394	30.596710	31.022820	31.409956	31.762012	32.082523	32.374664	32.641285	32.884918	33.107811	33.311966	33.499161	33.670963	33.828766	33.973808	34.107193	34.229897	34.342789	34.446648	34.542168	34.629967	34.710594	34.784546	34.852264	34.914143	34.970531	35.021744	35.068062	35.109734	35.146980	35.179985	35.208923	35.233940	35.255157	35.272686	35.286606	35.296986	35.303879	35.307316	35.307316	35.303879	35.296986	35.286602	35.272678	35.255150	35.233925	35.208908	35.179966	35.146957	35.109711	35.068039	35.021721	34.970512	34.914124	34.852249	34.784538	34.710587	34.629959	34.542160	34.446640	34.342781	34.229889	34.107185	33.973801	33.828758	33.670959	33.499161	33.311966	33.107807	32.884911	32.641277	32.374657	32.082512	31.762003	31.409945	31.022806	30.596695	30.127380	29.610340	29.040874	28.414280	27.726128	26.972704	26.151537	25.262115	24.306677	23.290972	22.224792	21.122034	
21.022388	22.029945	23.009109	23.948572	24.839828	25.677286	26.458019	27.181332	27.848236	28.460960	29.022514	29.536346	30.006090	30.435371	30.827700	31.186388	31.514515	31.814903	32.090126	32.342514	32.574158	32.786938	32.982548	33.162498	33.328140	33.480682	33.621208	33.750687	33.869980	33.979877	34.081066	34.174179	34.259769	34.338345	34.410355	34.476204	34.536255	34.590820	34.640202	34.684647	34.724388	34.759621	34.790524	34.817245	34.839916	34.858646	34.873524	34.884617	34.891987	34.895664	34.895664	34.891991	34.884621	34.873520	34.858639	34.839909	34.817230	34.790504	34.759598	34.724361	34.684620	34.640171	34.590794	34.536228	34.476185	34.410339	34.338333	34.259758	34.174168	34.081055	33.979862	33.869968	33.750671	33.621193	33.480667	33.328129	33.162491	32.982544	32.786934	32.574150	32.342506	32.090118	31.814896	31.514505	31.186378	30.827688	30.435360	30.006077	29.536335	29.022503	28.460953	27.848232	27.181328	26.458017	25.677284	24.839828	23.948572	23.009111	22.029947	21.022388	
20.937576	21.863497	22.766954	23.638674	24.471340	25.259758	26.000755	26.692938	27.336369	27.932205	28.482395	28.989391	29.455933	29.884878	30.279085	30.641327	30.974247	31.280312	31.561813	31.820858	32.059368	32.279087	32.481602	32.668346	32.840614	32.999573	33.146267	33.281651	33.406574	33.521809	33.628048	33.725914	33.815964	33.898712	33.974609	34.044067	34.107452	34.165089	34.217274	34.264267	34.306305	34.343590	34.376305	34.404602	34.428616	34.448460	34.464226	34.475983	34.483795	34.487690	34.487690	34.483795	34.475986	34.464222	34.448452	34.428608	34.404587	34.376286	34.343567	34.306278	34.264240	34.217243	34.165058	34.107426	34.044048	33.974598	33.898701	33.815952	33.725899	33.628029	33.521790	33.406559	33.281635	33.146252	32.999557	32.840603	32.668335	32.481590	32.279076	32.059357	31.820848	31.561802	31.280300	30.974236	30.641317	30.279074	29.884867	29.455921	28.989380	28.482388	27.932201	27.336365	26.692936	26.000755	25.259758	24.471342	23.638676	22.766956	21.863499	20.937576	
20.864420	21.719515	22.556543	23.367830	24.147106	24.889656	25.592306	26.253302	26.872093	27.449099	27.985474	28.482895	28.943375	29.369125	29.762436	30.125593	30.460831	30.770283	31.055958	31.319740	31.563368	31.788441	31.996429	32.188675	32.366402	32.530724	32.682640	32.823074	32.952858	33.072739	33.183403	33.285461	33.379471	33.465935	33.545311	33.618011	33.684402	33.744812	33.799538	33.848846	33.892979	33.932137	33.966507	33.996246	34.021492	34.042358	34.058937	34.071304	34.079521	34.083618	34.083618	34.079521	34.071308	34.058937	34.042351	34.021484	33.996235	33.966488	33.932114	33.892952	33.848824	33.799511	33.744781	33.684372	33.617989	33.545296	33.465919	33.379456	33.285442	33.183384	33.072723	32.952843	32.823059	32.682625	32.530708	32.366386	32.188660	31.996416	31.788427	31.563356	31.319729	31.055946	30.770269	30.460819	30.125580	29.762423	29.369114	28.943363	28.482883	27.985466	27.449095	26.872089	26.253300	25.592304	24.889652	24.147106	23.367832	22.556545	21.719517	20.864422	
